Geo Point;Geo Shape;FID;NCESID;NAME;ADDRESS;ADDRESS2;CITY;STATE;ZIP;ZIP4;TELEPHONE;TYPE;STATUS;POPULATION;COUNTY;COUNTYFIPS;COUNTRY;NAICS_CODE;NAICS_DESC;SOURCE;SOURCE_DAT;VAL_METHOD;VAL_DATE;WEBSITE;LEVEL;ENROLLMENT;START GRAD;END GRADE;DISTRICT_I;FULL_TIME_;SHELTER_ID
43.813929,-72.229866;"{""type"": ""Point"", ""coordinates"": [-72.229866, 43.813929]}";19475;01422134;THETFORD ACADEMY;304 ACADEMY RD;;THETFORD;VT;05074;;;1;1;329;ORANGE;50017;US;611110;Elementary and Secondary Schools;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=01422134;2009-10-12T20:00:00-04:00;Imagery/Other;2009-12-30T19:00:00-05:00;;Secondary;299;07;12;;30;
43.986113275,-73.03732369;"{""type"": ""Point"", ""coordinates"": [-73.03732368999992, 43.98611327500002]}";18779;A0303195;THE NORTH BRANCH SCHOOL;898 LINCOLN RD;;RIPTON;VT;05766;;;6;1;30;ADDISON;50001;US;611110;Elementary and Secondary Schools;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A0303195;2010-01-28T19:00:00-05:00;Geocode;2010-08-23T20:00:00-04:00;;Secondary;27;07;08;;3;
42.895320116,-73.198382078;"{""type"": ""Point"", ""coordinates"": [-73.19838207799994, 42.895320116000036]}";18821;A9703426;GRACE CHRISTIAN SCHOOL;104 KOCHER DR;;BENNINGTON;VT;05201;1946;;1;1;160;BENNINGTON;50003;US;611110;Elementary and Secondary Schools;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A9703426;2009-10-12T20:00:00-04:00;Imagery;2010-05-16T20:00:00-04:00;;Combined elementary and secondary;143;PK;12;;17;
43.397575612,-72.68978087;"{""type"": ""Point"", ""coordinates"": [-72.68978086999992, 43.397575612]}";26790;A0109612;OKEMO MOUNTAIN SCHOOL;53 MAIN ST;;LUDLOW;VT;05149;;;3;1;40;WINDSOR;50027;US;611110;Elementary and Secondary Schools;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A0109612;2014-10-22T20:00:00-04:00;Imagery/Other;2014-12-14T19:00:00-05:00;;Secondary;34;07;12;;6;
43.603163518,-72.98448142;"{""type"": ""Point"", ""coordinates"": [-72.98448141999994, 43.603163518]}";19520;01421924;MOUNT ST JOSEPH ACADEMY;127 CONVENT AVE;;RUTLAND;VT;05701;3998;;1;1;110;RUTLAND;50021;US;611110;Elementary and Secondary Schools;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=01421924;2009-10-12T20:00:00-04:00;Imagery/Other;2009-12-30T19:00:00-05:00;;Secondary;95;08;12;;15;
43.954388404,-72.336040695;"{""type"": ""Point"", ""coordinates"": [-72.33604069499994, 43.95438840400002]}";26789;A0702336;MOUNTAIN SCHOOL PROGRAM OF MILTON ACADEMY;151 MOUNTAIN SCHOOL RD;;VERSHIRE;VT;05079;9655;;6;1;58;ORANGE;50017;US;611110;Elementary and Secondary Schools;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A0702336;2014-10-22T20:00:00-04:00;Imagery/Other;2014-12-14T19:00:00-05:00;;Secondary;45;11;11;;13;
44.153175822,-72.474169647;"{""type"": ""Point"", ""coordinates"": [-72.47416964699993, 44.15317582200002]}";23115;02063331;WEBSTERVILLE BAPTIST CHRISTIAN SCHOOL;143 CHURCH HILL RD;;WEBSTERVILLE;VT;05678;;;1;1;128;WASHINGTON;50023;US;611110;Elementary and Secondary Schools;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=02063331;2012-03-06T19:00:00-05:00;Imagery;2012-06-17T20:00:00-04:00;;Combined elementary and secondary;118;PK;12;;10;
43.636786,-72.790638;"{""type"": ""Point"", ""coordinates"": [-72.790638, 43.636786]}";21503;01422611;KILLINGTON MOUNTAIN SCHOOL;2708 KILLINGTON RD;;KILLINGTON;VT;05751;9735;;3;1;15;RUTLAND;50021;US;611110;Elementary and Secondary Schools;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=01422611;2012-03-06T19:00:00-05:00;Imagery;2012-06-17T20:00:00-04:00;;Secondary;10;08;12;;5;
42.916618,-73.204974;"{""type"": ""Point"", ""coordinates"": [-73.20497399999999, 42.916618]}";22552;A0903662;FORREST WARD MEMORIAL SCHOOL;404 HOUGHTON LN;;BENNINGTON;VT;05201;;;1;1;7;BENNINGTON;50003;US;611110;Elementary and Secondary Schools;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A0903662;2012-03-06T19:00:00-05:00;Imagery;2012-06-17T20:00:00-04:00;;Elementary;6;KG;07;;1;
44.748881983,-72.179910467;"{""type"": ""Point"", ""coordinates"": [-72.17991046699994, 44.74888198300003]}";19503;01422065;ST PAULS SCHOOL;54 EASTERN AVE;;BARTON;VT;05822;9645;;1;1;88;ORLEANS;50019;US;611110;Elementary and Secondary Schools;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=01422065;2009-10-12T20:00:00-04:00;Imagery/Other;2009-12-30T19:00:00-05:00;;Elementary;82;PK;08;;6;
44.811797036,-73.139112172;"{""type"": ""Point"", ""coordinates"": [-73.13911217199993, 44.811797036]}";19457;A0503526;SOAR LEARNING CENTER;178 MCGINN DR;;SAINT ALBANS BAY;VT;05481;;;4;1;74;FRANKLIN;50011;US;611110;Elementary and Secondary Schools;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A0503526;2010-01-28T19:00:00-05:00;Imagery;2010-08-23T20:00:00-04:00;;Combined elementary and secondary;55;KG;12;;19;
44.185555018,-72.850482046;"{""type"": ""Point"", ""coordinates"": [-72.85048204599994, 44.18555501800004]}";19528;01635969;GREEN MOUNTAIN VALLEY SCHOOL;271 MOULTON RD;;WAITSFIELD;VT;05673;7070;;3;1;128;WASHINGTON;50023;US;611110;Elementary and Secondary Schools;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=01635969;2010-01-28T19:00:00-05:00;Imagery;2010-08-23T20:00:00-04:00;;Secondary;94;08;12;;34;
44.414630308,-73.178823227;"{""type"": ""Point"", ""coordinates"": [-73.17882322699994, 44.414630308000014]}";19337;02063138;THE SCHOOLHOUSE;8 CATKIN DR;;SOUTH BURLINGTON;VT;05403;3001;;6;1;31;CHITTENDEN;50007;US;611110;Elementary and Secondary Schools;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=02063138;2010-01-28T19:00:00-05:00;Imagery;2010-08-23T20:00:00-04:00;;Elementary;28;KG;04;;3;
44.255802336,-72.56858659;"{""type"": ""Point"", ""coordinates"": [-72.56858658999992, 44.25580233600004]}";19535;A0503523;THE NEW SCHOOL OF MONTPELIER;11 WEST ST;;MONTPELIER;VT;05602;3144;;4;1;24;WASHINGTON;50023;US;611110;Elementary and Secondary Schools;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A0503523;2010-01-28T19:00:00-05:00;Imagery;2010-08-23T20:00:00-04:00;;Combined elementary and secondary;18;01;12;;6;
42.856526859,-72.558243151;"{""type"": ""Point"", ""coordinates"": [-72.55824315099993, 42.85652685900002]}";19547;01422043;ST MICHAEL CATHOLIC SCHOOL;48 WALNUT ST;;BRATTLEBORO;VT;05301;2992;;1;1;84;WINDHAM;50025;US;611110;Elementary and Secondary Schools;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=01422043;2010-01-28T19:00:00-05:00;Imagery;2010-08-23T20:00:00-04:00;;Elementary;74;PK;08;;10;
44.266266,-72.486911;"{""type"": ""Point"", ""coordinates"": [-72.486911, 44.266266]}";19532;A0109627;ORCHARD VALLEY WALDORF SCHOOL;2290 VT ROUTE 14 N;;EAST MONTPELIER;VT;05651;4027;;3;1;144;WASHINGTON;50023;US;611110;Elementary and Secondary Schools;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A0109627;2010-01-28T19:00:00-05:00;Geocode;2010-08-23T20:00:00-04:00;;Elementary;131;PK;08;;13;
44.451636512,-73.202616511;"{""type"": ""Point"", ""coordinates"": [-73.20261651099996, 44.45163651200005]}";26787;A1102261;KIDS & FITNESS;80 EASTWOOD DR;;SOUTH BURLINGTON;VT;05403;;;7;1;16;CHITTENDEN;50007;US;611110;Elementary and Secondary Schools;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A1102261;2014-10-22T20:00:00-04:00;Imagery/Other;2014-12-14T19:00:00-05:00;;Elementary;13;PK;TK;;3;
44.066391026,-73.3819529;"{""type"": ""Point"", ""coordinates"": [-73.38195289999997, 44.06639102600005]}";18770;A0109582;CHAMPLAIN VALLEY CHRISTIAN SCHOOL;2 CHURCH ST;;VERGENNES;VT;05491;9601;;1;1;40;ADDISON;50001;US;611110;Elementary and Secondary Schools;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A0109582;2010-01-28T19:00:00-05:00;Imagery;2010-08-23T20:00:00-04:00;;Elementary;34;KG;08;;6;
43.662068431,-72.342943929;"{""type"": ""Point"", ""coordinates"": [-72.34294392899993, 43.662068431000066]}";19595;A9703434;POTTER S HOUSE SCHOOL;1615 MAPLE ST;;HARTFORD;VT;05047;;;1;1;10;WINDSOR;50027;US;611110;Elementary and Secondary Schools;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A9703434;2010-01-28T19:00:00-05:00;Imagery;2010-06-09T20:00:00-04:00;;Combined elementary and secondary;8;PK;08;;2;
42.99343584,-72.649529607;"{""type"": ""Point"", ""coordinates"": [-72.64952960699995, 42.99343584000007]}";23011;A0903663;KINDLE FARMS CHILDRENS SERVICES;708 VT ROUTE 30;;NEWFANE;VT;05345;9651;;4;1;37;WINDHAM;50025;US;611110;Elementary and Secondary Schools;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A0903663;2012-03-06T19:00:00-05:00;Imagery;2012-06-17T20:00:00-04:00;;Combined elementary and secondary;31;04;12;;6;
42.946104046,-73.177675842;"{""type"": ""Point"", ""coordinates"": [-73.17767584199997, 42.94610404600005]}";18799;A0702333;GREEN MT MENNONITE SCHOOL;2892 CHAPEL RD;;BENNINGTON;VT;05201;;;1;1;20;BENNINGTON;50003;US;611110;Elementary and Secondary Schools;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A0702333;2010-01-28T19:00:00-05:00;Geocode;2010-05-16T20:00:00-04:00;;Combined elementary and secondary;17;01;08;;3;
43.603775,-72.971361;"{""type"": ""Point"", ""coordinates"": [-72.971361, 43.603775]}";19506;01421935;CHRIST THE KING SCHOOL;60 S MAIN ST;;RUTLAND;VT;05701;;;1;1;153;RUTLAND;50021;US;611110;Elementary and Secondary Schools;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=01421935;2009-10-12T20:00:00-04:00;Imagery/Other;2009-12-30T19:00:00-05:00;;Elementary;140;PK;08;;13;
44.502155715,-73.041586455;"{""type"": ""Point"", ""coordinates"": [-73.04158645499994, 44.502155715000065]}";19376;A0702326;BELLCATE SCHOOL;1 CORPORATE DR;;ESSEX JUNCTION;VT;05452;4434;;6;1;40;CHITTENDEN;50007;US;611110;Elementary and Secondary Schools;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A0702326;2010-01-28T19:00:00-05:00;Imagery;2010-08-23T20:00:00-04:00;;Secondary;23;07;12;;17;
44.431158516,-73.206804617;"{""type"": ""Point"", ""coordinates"": [-73.20680461699996, 44.431158516000025]}";19393;A9904364;VERMONT COMMONS SCHOOL;75 GREEN MOUNTAIN DR;;SOUTH BURLINGTON;VT;05403;;;1;1;106;CHITTENDEN;50007;US;611110;Elementary and Secondary Schools;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A9904364;2010-01-28T19:00:00-05:00;Imagery;2010-08-23T20:00:00-04:00;;Secondary;91;07;12;;15;
44.494007303,-73.236709674;"{""type"": ""Point"", ""coordinates"": [-73.23670967399993, 44.49400730300004]}";19403;01422112;ROCK POINT SCHOOL;1 ROCK POINT RD;;BURLINGTON;VT;05408;2736;;6;1;33;CHITTENDEN;50007;US;611110;Elementary and Secondary Schools;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=01422112;2009-10-12T20:00:00-04:00;Imagery/Other;2009-12-30T19:00:00-05:00;;Secondary;27;08;12;;6;
43.99823284,-72.44940591;"{""type"": ""Point"", ""coordinates"": [-72.44940590999991, 43.998232840000064]}";19481;A9304129;BROOKHAVEN TREATMENT & LEARNING CENTER;331 VT RTE 110;;CHELSEA;VT;05038;;;4;1;24;ORANGE;50017;US;611110;Elementary and Secondary Schools;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A9304129;2010-01-28T19:00:00-05:00;UnVerified;2010-08-23T20:00:00-04:00;;Elementary;21;02;08;;3;
42.93206352,-73.21057726;"{""type"": ""Point"", ""coordinates"": [-73.21057725999997, 42.93206352000002]}";18810;A9304188;HILAND HALL SCHOOL;2196 HARWOOD HILL RD;;BENNINGTON;VT;05201;8136;;6;1;38;BENNINGTON;50003;US;611110;Elementary and Secondary Schools;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A9304188;2010-01-28T19:00:00-05:00;Imagery;2010-05-16T20:00:00-04:00;;Combined elementary and secondary;35;UG;UG;;3;
44.199629764,-72.501083748;"{""type"": ""Point"", ""coordinates"": [-72.50108374799997, 44.19962976400005]}";19541;A0702330;CHOICE SCHOOL/CHANGING OUR IDEA CONCERNING ED;23 SUMMER ST;;BARRE;VT;05641;3741;;6;1;30;WASHINGTON;50023;US;611110;Elementary and Secondary Schools;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A0702330;2010-01-28T19:00:00-05:00;Geocode;2010-08-23T20:00:00-04:00;;Secondary;21;07;12;;9;
44.536296,-72.004257;"{""type"": ""Point"", ""coordinates"": [-72.004257, 44.536296]}";18835;A0503524;LYNDON EDUCATIONAL ALTERNATIVE RESOURCES NETWORK;154 MAIN ST;;LYNDONVILLE;VT;05851;;;1;1;22;CALEDONIA;50005;US;611110;Elementary and Secondary Schools;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A0503524;2010-01-28T19:00:00-05:00;Geocode;2010-08-23T20:00:00-04:00;;Secondary;19;07;12;;3;
44.588645,-71.942377;"{""type"": ""Point"", ""coordinates"": [-71.942377, 44.588645]}";18839;A0503522;EAST BURKE SCHOOL;611 ROUTE 114;;EAST BURKE;VT;05832;;;6;1;15;CALEDONIA;50005;US;611110;Elementary and Secondary Schools;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A0503522;2010-01-28T19:00:00-05:00;Geocode;2010-08-23T20:00:00-04:00;;Secondary;13;08;12;;2;
43.68556049,-73.343768762;"{""type"": ""Point"", ""coordinates"": [-73.34376876199995, 43.68556049000004]}";19513;A9106757;CAMP E-WEN-AKEE;876 ROOT POND RD;;BENSON;VT;05743;9596;;6;1;13;RUTLAND;50021;US;611110;Elementary and Secondary Schools;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A9106757;2010-01-28T19:00:00-05:00;Imagery/Other;2010-08-23T20:00:00-04:00;;Secondary;11;07;11;;2;
43.169051501,-73.055925965;"{""type"": ""Point"", ""coordinates"": [-73.05592596499996, 43.16905150100006]}";18802;A9904342;MAPLE STREET SCHOOL;322 MAPLE ST;;MANCHESTER CENTER;VT;05255;4409;;1;1;110;BENNINGTON;50003;US;611110;Elementary and Secondary Schools;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A9904342;2010-01-28T19:00:00-05:00;Imagery;2010-05-16T20:00:00-04:00;;Elementary;97;KG;08;;13;
42.848359741,-72.586231918;"{""type"": ""Point"", ""coordinates"": [-72.58623191799994, 42.84835974100006]}";19586;AA000731;HILLTOP MONTESSORI SCHOOL;120 SUMMIT CIR;;BRATTLEBORO;VT;05301;;;2;1;108;WINDHAM;50025;US;611110;Elementary and Secondary Schools;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=AA000731;2009-10-12T20:00:00-04:00;Imagery/Other;2009-12-30T19:00:00-05:00;;Elementary;94;PK;08;;14;
44.447768156,-73.12810916;"{""type"": ""Point"", ""coordinates"": [-73.12810915999994, 44.447768156000045]}";19452;A9703418;THE BELLWETHER SCHOOL;1186 BROWNELL RD;;WILLISTON;VT;05495;;;6;1;41;CHITTENDEN;50007;US;611110;Elementary and Secondary Schools;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A9703418;2009-10-12T20:00:00-04:00;Imagery/Other;2009-12-30T19:00:00-05:00;;Elementary;33;PK;06;;8;
44.483133504,-73.19825373;"{""type"": ""Point"", ""coordinates"": [-73.19825372999996, 44.483133504000065]}";19439;01422021;MATER CHRISTI SCHOOL;50 MANSFIELD AVE;;BURLINGTON;VT;05401;;;1;1;234;CHITTENDEN;50007;US;611110;Elementary and Secondary Schools;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=01422021;2009-10-12T20:00:00-04:00;Imagery/Other;2009-12-30T19:00:00-05:00;;Elementary;218;PK;08;;16;
44.464168856,-73.154711935;"{""type"": ""Point"", ""coordinates"": [-73.15471193499995, 44.46416885600006]}";19386;A0702327;CENTERPOINT SCHOOL;1025 AIRPORT DR;;SOUTH BURLINGTON;VT;05403;6013;;4;1;75;CHITTENDEN;50007;US;611110;Elementary and Secondary Schools;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A0702327;2010-01-28T19:00:00-05:00;Imagery;2010-08-23T20:00:00-04:00;;Secondary;38;07;12;;37;
43.163481027,-73.077506511;"{""type"": ""Point"", ""coordinates"": [-73.07750651099995, 43.16348102700003]}";18824;01422203;BURR & BURTON ACADEMY;57 SEMINARY AVE;;MANCHESTER;VT;05254;;;1;1;725;BENNINGTON;50003;US;611110;Elementary and Secondary Schools;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=01422203;2009-10-12T20:00:00-04:00;Imagery/Other;2009-12-30T19:00:00-05:00;;Secondary;672;08;12;;53;
